Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
logowanie,Firefox 95.0,,,2021-12-21 22:42:11,2021-12-21 22:44:07,"1m - 56,119s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L3,Firefox 95.0,,,2021-12-21 22:42:12,2021-12-21 22:42:28,"15,918s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:42:13,2021-12-21 22:42:20,"7,382s",PASSED
maximizeWindow(),Firefox 95.0,,,2021-12-21 22:42:20,2021-12-21 22:42:21,"0,791s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:42:21,2021-12-21 22:42:23,"1,776s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Firefox 95.0,,,2021-12-21 22:42:23,2021-12-21 22:42:24,"0,943s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:42:24,2021-12-21 22:42:24,"0,524s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Firefox 95.0,,,2021-12-21 22:42:24,2021-12-21 22:42:25,"0,475s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Firefox 95.0,,,2021-12-21 22:42:25,2021-12-21 22:42:25,"0,698s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:42:25,2021-12-21 22:42:26,"0,625s",PASSED
waitForPageLoad(2),Firefox 95.0,,,2021-12-21 22:42:26,2021-12-21 22:42:26,"0,192s",PASSED
tytul = getWindowTitle(),Firefox 95.0,,,2021-12-21 22:42:26,2021-12-21 22:42:26,"0,063s",PASSED
"verifyMatch(tytul, "".*Zalogowano"", true)",Firefox 95.0,,,2021-12-21 22:42:26,2021-12-21 22:42:26,"0,123s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:42:26,2021-12-21 22:42:28,"1,601s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L4,Firefox 95.0,,,2021-12-21 22:42:28,2021-12-21 22:42:41,"13,223s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:42:29,2021-12-21 22:42:34,"5,146s",PASSED
maximizeWindow(),Firefox 95.0,,,2021-12-21 22:42:34,2021-12-21 22:42:34,"0,379s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:42:34,2021-12-21 22:42:37,"3,027s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Firefox 95.0,,,2021-12-21 22:42:37,2021-12-21 22:42:38,"0,801s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""zMDjEGXuMr8="")",Firefox 95.0,,,2021-12-21 22:42:38,2021-12-21 22:42:38,"0,460s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Firefox 95.0,,,2021-12-21 22:42:38,2021-12-21 22:42:39,"0,430s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), 3)",Firefox 95.0,,,2021-12-21 22:42:39,2021-12-21 22:42:39,"0,420s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:42:39,2021-12-21 22:42:40,"0,559s",PASSED
alert_text = getAlertText(),Firefox 95.0,,,2021-12-21 22:42:40,2021-12-21 22:42:40,"0,040s",PASSED
"verifyEqual(alert_text, ""Podano błędną nazwę użytkownika lub hasło!"")",Firefox 95.0,,,2021-12-21 22:42:40,2021-12-21 22:42:40,"0,041s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:42:40,2021-12-21 22:42:41,"1,343s",PASSED
,,,,,,,
