Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
logowanie,Chrome 96.0.4664.110,,,2021-12-22 00:27:27,2021-12-22 00:28:41,"1m - 14,052s",FAILED
,,,,,,,
Test Cases/komunikator testy logowanie/L3,Chrome 96.0.4664.110,,,2021-12-22 00:27:27,2021-12-22 00:27:39,"11,704s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:27:28,2021-12-22 00:27:32,"4,176s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:27:32,2021-12-22 00:27:32,"0,329s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:27:32,2021-12-22 00:27:34,"1,674s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:27:34,2021-12-22 00:27:35,"0,919s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:27:35,2021-12-22 00:27:35,"0,559s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:27:35,2021-12-22 00:27:36,"0,547s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:27:36,2021-12-22 00:27:37,"0,790s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:27:37,2021-12-22 00:27:37,"0,538s",PASSED
waitForPageLoad(2),Chrome 96.0.4664.110,,,2021-12-22 00:27:37,2021-12-22 00:27:38,"0,169s",PASSED
tytul = getWindowTitle(),Chrome 96.0.4664.110,,,2021-12-22 00:27:38,2021-12-22 00:27:38,"0,089s",PASSED
"verifyMatch(tytul, "".*Zalogowano"", true)",Chrome 96.0.4664.110,,,2021-12-22 00:27:38,2021-12-22 00:27:38,"0,109s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:27:38,2021-12-22 00:27:39,"1,204s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L4,Chrome 96.0.4664.110,,,2021-12-22 00:27:39,2021-12-22 00:27:47,"8,269s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:27:39,2021-12-22 00:27:41,"1,899s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:27:41,2021-12-22 00:27:42,"0,262s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:27:42,2021-12-22 00:27:43,"1,324s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:27:43,2021-12-22 00:27:44,"0,780s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""zMDjEGXuMr8="")",Chrome 96.0.4664.110,,,2021-12-22 00:27:44,2021-12-22 00:27:44,"0,482s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:27:44,2021-12-22 00:27:45,"0,416s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:27:45,2021-12-22 00:27:45,"0,388s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:27:45,2021-12-22 00:27:45,"0,422s",PASSED
waitForAlert(2),Chrome 96.0.4664.110,,,2021-12-22 00:27:45,2021-12-22 00:27:46,"0,585s",PASSED
alert_text = getAlertText(),Chrome 96.0.4664.110,,,2021-12-22 00:27:46,2021-12-22 00:27:46,"0,047s",PASSED
