Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
logowanie,Chrome 96.0.4664.110,,,2021-12-22 00:24:24,2021-12-22 00:25:37,"1m - 12,559s",FAILED
,,,,,,,
Test Cases/komunikator testy logowanie/L3,Chrome 96.0.4664.110,,,2021-12-22 00:24:25,2021-12-22 00:24:35,"10,465s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:24:26,2021-12-22 00:24:30,"3,946s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:24:30,2021-12-22 00:24:30,"0,389s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:30,2021-12-22 00:24:32,"1,771s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:32,2021-12-22 00:24:33,"0,933s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:24:33,2021-12-22 00:24:33,"0,534s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:24:33,2021-12-22 00:24:34,"0,463s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:24:34,2021-12-22 00:24:35,"0,940s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:24:35,2021-12-22 00:24:35,"0,555s",PASSED
waitForPageLoad(2),Chrome 96.0.4664.110,,,2021-12-22 00:24:35,2021-12-22 00:24:35,"0,121s",PASSED
tytul = getWindowTitle(),Chrome 96.0.4664.110,,,2021-12-22 00:24:35,2021-12-22 00:24:35,"0,053s",PASSED
"verifyMatch(tytul, "".*Zalogowano"", true)",Chrome 96.0.4664.110,,,2021-12-22 00:24:35,2021-12-22 00:24:35,"0,082s",FAILED
,,,,,,,
Test Cases/komunikator testy logowanie/L4,Chrome 96.0.4664.110,,,2021-12-22 00:24:35,2021-12-22 00:24:45,"9,749s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:24:37,2021-12-22 00:24:39,"2,797s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:24:39,2021-12-22 00:24:40,"0,185s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:40,2021-12-22 00:24:41,"1,524s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:41,2021-12-22 00:24:42,"0,754s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""zMDjEGXuMr8="")",Chrome 96.0.4664.110,,,2021-12-22 00:24:42,2021-12-22 00:24:42,"0,489s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:24:42,2021-12-22 00:24:43,"0,382s",PASSED
"waitForElementClickable(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), 3)",Chrome 96.0.4664.110,,,2021-12-22 00:24:43,2021-12-22 00:24:43,"0,390s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:24:43,2021-12-22 00:24:44,"0,411s",PASSED
waitForAlert(2),Chrome 96.0.4664.110,,,2021-12-22 00:24:44,2021-12-22 00:24:44,"0,590s",PASSED
alert_text = getAlertText(),Chrome 96.0.4664.110,,,2021-12-22 00:24:44,2021-12-22 00:24:44,"0,028s",PASSED
"verifyEqual(alert_text, ""Podano błędną nazwę użytkownika lub hasło!"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:44,2021-12-22 00:24:44,"0,022s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:24:44,2021-12-22 00:24:45,"1,077s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L5,Chrome 96.0.4664.110,,,2021-12-22 00:24:45,2021-12-22 00:24:53,"7,767s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:24:46,2021-12-22 00:24:48,"1,977s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:24:48,2021-12-22 00:24:48,"0,221s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:48,2021-12-22 00:24:50,"1,609s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:50,2021-12-22 00:24:50,"0,757s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), """")",Chrome 96.0.4664.110,,,2021-12-22 00:24:50,2021-12-22 00:24:51,"0,710s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:24:51,2021-12-22 00:24:51,"0,418s",PASSED
waitForAlert(2),Chrome 96.0.4664.110,,,2021-12-22 00:24:51,2021-12-22 00:24:52,"0,527s",PASSED
alert_text = getAlertText(),Chrome 96.0.4664.110,,,2021-12-22 00:24:52,2021-12-22 00:24:52,"0,011s",PASSED
"verifyEqual(alert_text, ""Podano błędną nazwę użytkownika lub hasło!"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:52,2021-12-22 00:24:52,"0,003s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:24:52,2021-12-22 00:24:53,"0,977s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L7,Chrome 96.0.4664.110,,,2021-12-22 00:24:53,2021-12-22 00:25:01,"7,627s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:24:54,2021-12-22 00:24:55,"1,898s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:24:55,2021-12-22 00:24:56,"0,183s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:56,2021-12-22 00:24:57,"1,463s",PASSED
