Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
edycja_profilu,Chrome 96.0.4664.110,,,2021-12-22 00:00:03,2021-12-22 00:04:23,"4m - 20,598s",FAILED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE1,Chrome 96.0.4664.110,,,2021-12-22 00:00:04,2021-12-22 00:00:21,"17,353s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:00:04,2021-12-22 00:00:08,"4,158s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:00:08,2021-12-22 00:00:09,"0,494s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:00:09,2021-12-22 00:00:11,"2,556s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:00:11,2021-12-22 00:00:12,"0,943s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:12,2021-12-22 00:00:13,"0,611s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:13,2021-12-22 00:00:13,"0,495s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:13,2021-12-22 00:00:15,"1,090s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:15,2021-12-22 00:00:15,"0,611s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:15,2021-12-22 00:00:16,"0,619s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:16,2021-12-22 00:00:17,"0,772s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:17,2021-12-22 00:00:17,"0,476s",PASSED
"verifyElementText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""), ""HASŁO ZOSTAŁO ZMIENIONE!"")",Chrome 96.0.4664.110,,,2021-12-22 00:00:17,2021-12-22 00:00:18,"0,615s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:18,2021-12-22 00:00:18,"0,542s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:18,2021-12-22 00:00:19,"0,498s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:19,2021-12-22 00:00:19,"0,726s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:19,2021-12-22 00:00:20,"0,455s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:00:20,2021-12-22 00:00:21,"1,034s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE2,Chrome 96.0.4664.110,,,2021-12-22 00:00:21,2021-12-22 00:00:34,"13,165s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:00:22,2021-12-22 00:00:23,"1,839s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:00:23,2021-12-22 00:00:24,"0,298s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:00:24,2021-12-22 00:00:25,"1,679s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:00:25,2021-12-22 00:00:26,"0,754s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:26,2021-12-22 00:00:27,"0,517s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:27,2021-12-22 00:00:27,"0,486s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:27,2021-12-22 00:00:28,"0,926s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:28,2021-12-22 00:00:29,"0,735s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:29,2021-12-22 00:00:29,"0,573s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:00:29,2021-12-22 00:00:30,"0,523s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:00:30,2021-12-22 00:00:30,"0,542s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:00:30,2021-12-22 00:00:31,"0,599s",PASSED
